,AvPrecipitation,AvEvapoTrans,AvGroundWater,AvRunoff,AvStreamFlow,AvPtSrcFlow,AvTileDrain,AvWithdrawal,month,gwlfe_endpoint,huc,huc_level,huc_run,huc_run_level,huc_run_name,huc_run_states,huc_run_areaacres,land_use_source,closest_weather_stations,stream_layer,weather_source
10,7.091500000000001,1.691404550783432,3.074048749357599,0.3535233302070796,3.4275720795646785,0.0,0.0,0.0,11,gwlfe,0204010101,10,0204010101,10,Upper West Branch Delaware River,NY,125868.25,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
11,8.303,0.5750892045930978,4.546294022388543,0.8162211028789794,5.362515125267523,0.0,0.0,0.0,12,gwlfe,0204010101,10,0204010101,10,Upper West Branch Delaware River,NY,125868.25,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
12,6.569250000000001,0.2554226893799307,4.815556409646776,0.8231008386852074,5.638657248331984,0.0,0.0,0.0,1,gwlfe,020401010101,12,020401010101,12,Town Brook-West Branch Delaware River,NY,20586.32,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
13,6.27725,0.33339505261651736,3.5877016738354173,0.8526951371927245,4.440396811028142,0.0,0.0,0.0,2,gwlfe,020401010101,12,020401010101,12,Town Brook-West Branch Delaware River,NY,20586.32,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
14,7.702249999999999,1.4547502075427157,5.899343376652494,1.8405497639649138,7.739893140617408,0.0,0.0,0.0,3,gwlfe,020401010101,12,020401010101,12,Town Brook-West Branch Delaware River,NY,20586.32,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
15,8.410249999999998,4.197543894860848,6.300078568479916,0.5446570524598731,6.8447356209397885,0.0,0.0,0.0,4,gwlfe,020401010101,12,020401010101,12,Town Brook-West Branch Delaware River,NY,20586.32,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
16,9.486999999999998,8.972556352397344,3.6077648708281735,0.03645906035694821,3.6442239311851217,0.0,0.0,0.0,5,gwlfe,020401010101,12,020401010101,12,Town Brook-West Branch Delaware River,NY,20586.32,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
17,12.386999999999999,12.759863061826183,2.025640646970213,0.2335232921328422,2.2591639391030554,0.0,0.0,0.0,6,gwlfe,020401010101,12,020401010101,12,Town Brook-West Branch Delaware River,NY,20586.32,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
18,10.925749999999997,12.69046911077491,0.7940146079938168,0.13566904107804797,0.9296836490718648,0.0,0.0,0.0,7,gwlfe,020401010101,12,020401010101,12,Town Brook-West Branch Delaware River,NY,20586.32,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
19,10.856499999999999,10.229917795375636,0.2786566783115879,0.18840194499641288,0.4670586233080008,0.0,0.0,0.0,8,gwlfe,020401010101,12,020401010101,12,Town Brook-West Branch Delaware River,NY,20586.32,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
20,9.642750000000001,6.533824129833571,0.6216248611729175,0.43452802232653315,1.0561528834994507,0.0,0.0,0.0,9,gwlfe,020401010101,12,020401010101,12,Town Brook-West Branch Delaware River,NY,20586.32,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
21,10.371250000000003,3.9476707874544035,1.4182964598916024,0.8596268377109887,2.277923297602591,0.0,0.0,0.0,10,gwlfe,020401010101,12,020401010101,12,Town Brook-West Branch Delaware River,NY,20586.32,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
22,7.091500000000001,1.756429820557964,3.005788734296823,0.39924395012270286,3.405032684419526,0.0,0.0,0.0,11,gwlfe,020401010101,12,020401010101,12,Town Brook-West Branch Delaware River,NY,20586.32,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
23,8.303,0.5994253288086797,4.477752702215057,0.9115713235548523,5.38932402576991,0.0,0.0,0.0,12,gwlfe,020401010101,12,020401010101,12,Town Brook-West Branch Delaware River,NY,20586.32,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
24,6.569250000000001,0.24693245447119314,4.881789439955993,0.80282259599582,5.684612035951813,0.0,0.0,0.0,1,gwlfe,020401010102,12,020401010102,12,Betty Brook-West Branch Delaware River,NY,16095.45,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
25,6.27725,0.3223130210201983,3.6346683744376604,0.8295846919251615,4.464253066362822,0.0,0.0,0.0,2,gwlfe,020401010102,12,020401010102,12,Betty Brook-West Branch Delaware River,NY,16095.45,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
26,7.702249999999999,1.4063943977062585,5.906948037678965,1.8020216751712006,7.708969712850165,0.0,0.0,0.0,3,gwlfe,020401010102,12,020401010102,12,Betty Brook-West Branch Delaware River,NY,16095.45,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
27,8.410249999999998,4.058017787005584,6.388017997319468,0.5236025610500512,6.91162055836952,0.0,0.0,0.0,4,gwlfe,020401010102,12,020401010102,12,Betty Brook-West Branch Delaware River,NY,16095.45,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
28,9.486999999999998,8.756876539814131,3.808923591696015,0.03138855409509079,3.840312145791106,0.0,0.0,0.0,5,gwlfe,020401010102,12,020401010102,12,Betty Brook-West Branch Delaware River,NY,16095.45,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
29,12.386999999999999,12.553443721022486,2.184175327301413,0.22687043798144746,2.4110457652828603,0.0,0.0,0.0,6,gwlfe,020401010102,12,020401010102,12,Betty Brook-West Branch Delaware River,NY,16095.45,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
30,10.925749999999997,12.619774160524322,0.9143128668010887,0.1274584439005259,1.0417713107016147,0.0,0.0,0.0,7,gwlfe,020401010102,12,020401010102,12,Betty Brook-West Branch Delaware River,NY,16095.45,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
31,10.856499999999999,10.2476101442101,0.3438538192179905,0.1840941438517106,0.5279479630697012,0.0,0.0,0.0,8,gwlfe,020401010102,12,020401010102,12,Betty Brook-West Branch Delaware River,NY,16095.45,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
32,9.642750000000001,6.499332618379706,0.6591191125934635,0.4284597266900967,1.0875788392835601,0.0,0.0,0.0,9,gwlfe,020401010102,12,020401010102,12,Betty Brook-West Branch Delaware River,NY,16095.45,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
33,10.371250000000003,3.8640004362393716,1.5037629781001531,0.8354931150468211,2.3392560931469744,0.0,0.0,0.0,10,gwlfe,020401010102,12,020401010102,12,Betty Brook-West Branch Delaware River,NY,16095.45,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
34,7.091500000000001,1.710190609115136,3.0932376848835084,0.3838679365459072,3.4771056214294154,0.0,0.0,0.0,11,gwlfe,020401010102,12,020401010102,12,Betty Brook-West Branch Delaware River,NY,16095.45,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
35,8.303,0.582007961343686,4.571990615976126,0.8852499988922912,5.457240614868417,0.0,0.0,0.0,12,gwlfe,020401010102,12,020401010102,12,Betty Brook-West Branch Delaware River,NY,16095.45,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
36,6.569250000000001,0.23924322977308124,4.845444201117554,0.7301091432146001,5.575553344332154,0.0,0.0,0.0,1,gwlfe,020401010103,12,020401010103,12,Rose Brook-West Branch Delaware River,NY,16327.17,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
37,6.27725,0.3184296064980239,3.6893017726234176,0.7451864337936357,4.434488206417053,0.0,0.0,0.0,2,gwlfe,020401010103,12,020401010103,12,Rose Brook-West Branch Delaware River,NY,16327.17,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
38,7.702249999999999,1.3626007110428848,6.016930921023127,1.6528644258979621,7.66979534692109,0.0,0.0,0.0,3,gwlfe,020401010103,12,020401010103,12,Rose Brook-West Branch Delaware River,NY,16327.17,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
39,8.410249999999998,3.931655253331985,6.5437041508091,0.46517670364092484,7.008880854450025,0.0,0.0,0.0,4,gwlfe,020401010103,12,020401010103,12,Rose Brook-West Branch Delaware River,NY,16327.17,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
40,9.486999999999998,8.572508513531513,3.9886266269952,0.023359305235893614,4.011985932231094,0.0,0.0,0.0,5,gwlfe,020401010103,12,020401010103,12,Rose Brook-West Branch Delaware River,NY,16327.17,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
41,12.386999999999999,12.533468131787863,2.3260432149549866,0.19912250063952203,2.5251657155945084,0.0,0.0,0.0,6,gwlfe,020401010103,12,020401010103,12,Rose Brook-West Branch Delaware River,NY,16327.17,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
42,10.925749999999997,13.154658718649685,1.0086136926082707,0.10464213446458574,1.1132558270728565,0.0,0.0,0.0,7,gwlfe,020401010103,12,020401010103,12,Rose Brook-West Branch Delaware River,NY,16327.17,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
43,10.856499999999999,10.440015787373948,0.3355070455673431,0.16043842390990068,0.4959454694772438,0.0,0.0,0.0,8,gwlfe,020401010103,12,020401010103,12,Rose Brook-West Branch Delaware River,NY,16327.17,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
44,9.642750000000001,6.482587464554402,0.661903432693429,0.3881401469169888,1.0500435796104177,0.0,0.0,0.0,9,gwlfe,020401010103,12,020401010103,12,Rose Brook-West Branch Delaware River,NY,16327.17,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
45,10.371250000000003,3.7943924324871157,1.4498675579029179,0.7568020086077062,2.206669566510624,0.0,0.0,0.0,10,gwlfe,020401010103,12,020401010103,12,Rose Brook-West Branch Delaware River,NY,16327.17,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
46,7.091500000000001,1.6701006901524664,2.999166706764968,0.34269754327977536,3.3418642500447433,0.0,0.0,0.0,11,gwlfe,020401010103,12,020401010103,12,Rose Brook-West Branch Delaware River,NY,16327.17,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
47,8.303,0.5666027718532389,4.463697202109388,0.7970081439917595,5.2607053461011475,0.0,0.0,0.0,12,gwlfe,020401010103,12,020401010103,12,Rose Brook-West Branch Delaware River,NY,16327.17,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
48,6.569250000000001,0.2401547903500641,4.748746986687426,0.7449317205268008,5.493678707214227,0.0,0.0,0.0,1,gwlfe,020401010104,12,020401010104,12,Kidd Brook-West Branch Delaware River,NY,17537.2,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
49,6.27725,0.31964288169123656,3.6741823541031158,0.7623899796437748,4.4365723337468905,0.0,0.0,0.0,2,gwlfe,020401010104,12,020401010104,12,Kidd Brook-West Branch Delaware River,NY,17537.2,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
50,7.702249999999999,1.3677924696206873,5.918566857034938,1.6820610675199668,7.600627924554905,0.0,0.0,0.0,3,gwlfe,020401010104,12,020401010104,12,Kidd Brook-West Branch Delaware River,NY,17537.2,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
51,8.410249999999998,3.946635580819722,6.495912764543436,0.4792632966928309,6.975176061236267,0.0,0.0,0.0,4,gwlfe,020401010104,12,020401010104,12,Kidd Brook-West Branch Delaware River,NY,17537.2,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
52,9.486999999999998,8.589082158470339,4.049649562540295,0.02701410195841753,4.076663664498712,0.0,0.0,0.0,5,gwlfe,020401010104,12,020401010104,12,Kidd Brook-West Branch Delaware River,NY,17537.2,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
53,12.386999999999999,12.585708299195348,2.379354734411712,0.20614989608427675,2.585504630495989,0.0,0.0,0.0,6,gwlfe,020401010104,12,020401010104,12,Kidd Brook-West Branch Delaware River,NY,17537.2,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
54,10.925749999999997,13.279677374874144,1.062436972972646,0.11133218249978008,1.173769155472426,0.0,0.0,0.0,7,gwlfe,020401010104,12,020401010104,12,Kidd Brook-West Branch Delaware River,NY,17537.2,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
55,10.856499999999999,10.493152277554476,0.34407097576768153,0.16546935774008656,0.5095403335077681,0.0,0.0,0.0,8,gwlfe,020401010104,12,020401010104,12,Kidd Brook-West Branch Delaware River,NY,17537.2,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
56,9.642750000000001,6.501365177908811,0.6321909226724473,0.39526299574022283,1.02745391841267,0.0,0.0,0.0,9,gwlfe,020401010104,12,020401010104,12,Kidd Brook-West Branch Delaware River,NY,17537.2,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
57,10.371250000000003,3.799925885653125,1.3653179069873556,0.7744842270981597,2.139802134085515,0.0,0.0,0.0,10,gwlfe,020401010104,12,020401010104,12,Kidd Brook-West Branch Delaware River,NY,17537.2,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
58,7.091500000000001,1.6740658518899765,2.8600154099845843,0.3529494065887352,3.2129648165733196,0.0,0.0,0.0,11,gwlfe,020401010104,12,020401010104,12,Kidd Brook-West Branch Delaware River,NY,17537.2,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
59,8.303,0.568266462622117,4.325133232897851,0.8158949189830323,5.141028151880883,0.0,0.0,0.0,12,gwlfe,020401010104,12,020401010104,12,Kidd Brook-West Branch Delaware River,NY,17537.2,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
60,6.569250000000001,0.23381524075912669,4.624210973187739,0.71606127346867,5.340272246656409,0.0,0.0,0.0,1,gwlfe,020401010105,12,020401010105,12,Little Delaware River,NY,33390.3,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
61,6.27725,0.3112050241872578,3.659692687748535,0.7288258643614016,4.388518552109937,0.0,0.0,0.0,2,gwlfe,020401010105,12,020401010105,12,Little Delaware River,NY,33390.3,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
62,7.702249999999999,1.3316858061698709,5.967975262111919,1.6239048916927046,7.591880153804624,0.0,0.0,0.0,3,gwlfe,020401010105,12,020401010105,12,Little Delaware River,NY,33390.3,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
63,8.410249999999998,3.8424532243258382,6.582581621155185,0.45333234713181214,7.035913968286997,0.0,0.0,0.0,4,gwlfe,020401010105,12,020401010105,12,Little Delaware River,NY,33390.3,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
64,9.486999999999998,8.396251246960652,4.168182176071828,0.020935401951517996,4.189117578023346,0.0,0.0,0.0,5,gwlfe,020401010105,12,020401010105,12,Little Delaware River,NY,33390.3,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
65,12.386999999999999,12.500181110048038,2.4961827168924975,0.19072032956512858,2.6869030464576262,0.0,0.0,0.0,6,gwlfe,020401010105,12,020401010105,12,Little Delaware River,NY,33390.3,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
66,10.925749999999997,13.622147370596673,1.1378817140875053,0.09854358709994496,1.2364253011874502,0.0,0.0,0.0,7,gwlfe,020401010105,12,020401010105,12,Little Delaware River,NY,33390.3,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
67,10.856499999999999,10.773134157386364,0.34256655998051916,0.1527061684254039,0.49527272840592307,0.0,0.0,0.0,8,gwlfe,020401010105,12,020401010105,12,Little Delaware River,NY,33390.3,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
68,9.642750000000001,6.737917695582816,0.622057531632579,0.37787792750003646,0.9999354591326155,0.0,0.0,0.0,9,gwlfe,020401010105,12,020401010105,12,Little Delaware River,NY,33390.3,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
69,10.371250000000003,3.721528918460237,1.292685941986331,0.7405747722236012,2.0332607142099324,0.0,0.0,0.0,10,gwlfe,020401010105,12,020401010105,12,Little Delaware River,NY,33390.3,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
70,7.091500000000001,1.6349275825827974,2.713975794718355,0.33429363034327036,3.0482694250616253,0.0,0.0,0.0,11,gwlfe,020401010105,12,020401010105,12,Little Delaware River,NY,33390.3,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
71,8.303,0.5543088746236826,4.193316321634426,0.7798349673761178,4.973151289010544,0.0,0.0,0.0,12,gwlfe,020401010105,12,020401010105,12,Little Delaware River,NY,33390.3,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
72,6.569250000000001,0.2511186640781386,4.840718725299926,0.7743795323493039,5.61509825764923,0.0,0.0,0.0,1,gwlfe,020401010106,12,020401010106,12,Elk Brook-West Branch Delaware River,NY,21931.82,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
73,6.27725,0.33423565407704736,3.6770132954735515,0.795860787382632,4.472874082856183,0.0,0.0,0.0,2,gwlfe,020401010106,12,020401010106,12,Elk Brook-West Branch Delaware River,NY,21931.82,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
74,7.702249999999999,1.4302367952211594,5.820013375360915,1.738429066412526,7.558442441773441,0.0,0.0,0.0,3,gwlfe,020401010106,12,020401010106,12,Elk Brook-West Branch Delaware River,NY,21931.82,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
75,8.410249999999998,4.126812766108261,6.3639461999361835,0.5090268076520579,6.872973007588241,0.0,0.0,0.0,4,gwlfe,020401010106,12,020401010106,12,Elk Brook-West Branch Delaware River,NY,21931.82,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
76,9.486999999999998,8.853981960982296,3.918413957396298,0.03369543665526535,3.9521093940515635,0.0,0.0,0.0,5,gwlfe,020401010106,12,020401010106,12,Elk Brook-West Branch Delaware River,NY,21931.82,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
77,12.386999999999999,12.639584095756208,2.267938719736155,0.2152731007382514,2.4832118204744065,0.0,0.0,0.0,6,gwlfe,020401010106,12,020401010106,12,Elk Brook-West Branch Delaware River,NY,21931.82,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
78,10.925749999999997,12.640167138210867,1.0020056934907313,0.1225110759882031,1.1245167694789344,0.0,0.0,0.0,7,gwlfe,020401010106,12,020401010106,12,Elk Brook-West Branch Delaware River,NY,21931.82,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
79,10.856499999999999,10.184031466201281,0.3883558088354483,0.17169384821284148,0.5600496570482898,0.0,0.0,0.0,8,gwlfe,020401010106,12,020401010106,12,Elk Brook-West Branch Delaware River,NY,21931.82,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
80,9.642750000000001,6.533334905253608,0.6629189044411945,0.4044732126469969,1.0673921170881915,0.0,0.0,0.0,9,gwlfe,020401010106,12,020401010106,12,Elk Brook-West Branch Delaware River,NY,21931.82,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
81,10.371250000000003,3.9002145616857966,1.4360716692432323,0.8088779324041093,2.244949601647342,0.0,0.0,0.0,10,gwlfe,020401010106,12,020401010106,12,Elk Brook-West Branch Delaware River,NY,21931.82,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
82,7.091500000000001,1.731529275886772,2.958009755499059,0.37456573139200383,3.332575486891063,0.0,0.0,0.0,11,gwlfe,020401010106,12,020401010106,12,Elk Brook-West Branch Delaware River,NY,21931.82,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
83,8.303,0.590294323080075,4.442444897757216,0.8537120062474264,5.296156904004643,0.0,0.0,0.0,12,gwlfe,020401010106,12,020401010106,12,Elk Brook-West Branch Delaware River,NY,21931.82,2019_2019,"4725,14735",nhdhr,NASA_NLDAS_2000_2019
84,6.7585,0.20325400867325233,5.587154681985063,0.9497566122620322,6.56572223937572,0.028810945128625,0.0,0.0,1,gwlfe,0204010102,10,0204010102,10,Middle West Branch Delaware River,NY,165564.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
85,6.38725,0.2666828296069232,4.142402071217971,0.8921773518104708,5.060602212176877,0.026022789148435487,0.0,0.0,2,gwlfe,0204010102,10,0204010102,10,Middle West Branch Delaware River,NY,165564.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
86,7.8625,1.111943122685299,6.0746199806931465,1.6565706218802183,7.76000154770199,0.028810945128625,0.0,0.0,3,gwlfe,0204010102,10,0204010102,10,Middle West Branch Delaware River,NY,165564.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
87,8.890250000000002,3.1823816820205573,6.750072375939064,0.5708610842153233,7.348815019956283,0.027881559801895158,0.0,0.0,4,gwlfe,0204010102,10,0204010102,10,Middle West Branch Delaware River,NY,165564.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
88,9.989,6.805368149336358,5.168105984243395,0.032206213364148126,5.229123142736168,0.028810945128625,0.0,0.0,5,gwlfe,0204010102,10,0204010102,10,Middle West Branch Delaware River,NY,165564.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
89,12.96475,9.50180414947236,3.932666079409901,0.49139497318574915,4.451942612397546,0.027881559801895158,0.0,0.0,6,gwlfe,0204010102,10,0204010102,10,Middle West Branch Delaware River,NY,165564.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
90,11.077500000000002,9.786099214966772,2.4269724160609463,0.15846715541650913,2.6142505166060808,0.028810945128625,0.0,0.0,7,gwlfe,0204010102,10,0204010102,10,Middle West Branch Delaware River,NY,165564.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
91,11.231250000000001,8.943337802227258,2.0800018744362117,0.21604017369057932,2.324852993255416,0.028810945128625,0.0,0.0,8,gwlfe,0204010102,10,0204010102,10,Middle West Branch Delaware River,NY,165564.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
92,11.148500000000002,5.541026964005761,2.519279855348124,0.8402990694845487,3.387460484634568,0.027881559801895158,0.0,0.0,9,gwlfe,0204010102,10,0204010102,10,Middle West Branch Delaware River,NY,165564.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
93,10.843,3.126743272252919,4.485384075795425,0.883237456016623,5.397432476940673,0.028810945128625,0.0,0.0,10,gwlfe,0204010102,10,0204010102,10,Middle West Branch Delaware River,NY,165564.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
94,7.45925,1.3432853835299337,5.41213139094339,0.4778940070544488,5.917906957799734,0.027881559801895158,0.0,0.0,11,gwlfe,0204010102,10,0204010102,10,Middle West Branch Delaware River,NY,165564.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
95,8.217,0.454142211142811,5.981895610377167,0.9331303410468704,6.9438368965526625,0.028810945128625,0.0,0.0,12,gwlfe,0204010102,10,0204010102,10,Middle West Branch Delaware River,NY,165564.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
96,6.7585,0.21708372042109322,5.248701623484235,0.9610558911843887,6.304798480493382,0.09504096582475828,0.0,0.0,1,gwlfe,020401010201,12,020401010201,12,Platner Brook-West Branch Delaware River,NY,19160.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
97,6.38725,0.2848283347590077,4.056766708352283,0.904772264965797,5.047382426321088,0.08584345300300748,0.0,0.0,2,gwlfe,020401010201,12,020401010201,12,Platner Brook-West Branch Delaware River,NY,19160.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
98,7.8625,1.1876014231887486,5.978281155110341,1.6759774563143341,7.749299577249434,0.09504096582475828,0.0,0.0,3,gwlfe,020401010201,12,020401010201,12,Platner Brook-West Branch Delaware River,NY,19160.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
99,8.890250000000002,3.398915769693609,6.608411643893857,0.5795817447139039,7.279968516825269,0.09197512821750801,0.0,0.0,4,gwlfe,020401010201,12,020401010201,12,Platner Brook-West Branch Delaware River,NY,19160.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
