,AreaTotal,MeanFlow,MeanFlowPerSecond,gwlfe_endpoint,huc_run,huc_run_level,huc,huc_name,huc_states,huc_areaacres,huc_level,land_use_source,stream_layer,weather_source,closest_weather_stations
12,12646.2,72014964.00285171,2.2835795282487226,gwlfe,020401010205,12,020401010205,Beers Brook-West Branch Delaware River,NY,31350.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
13,12522.7,75581548.04395501,2.3966751662847225,gwlfe,020401010206,12,020401010206,Trout Creek,NY,31688.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
14,12377.8,84000849.14857186,2.6636494529608026,gwlfe,020401010207,12,020401010207,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
15,54243.49999999999,312459789.25371027,9.908034920526074,gwlfe,0204010103,10,0204010103,Lower West Branch Delaware River,"NY,PA",135505.85,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
16,7951.7,45624115.87942895,1.4467312239798629,gwlfe,020401010301,12,020401010301,Cold Spring Creek,NY,19689.14,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
17,8989.499999999998,51640282.47058099,1.6375026151249679,gwlfe,020401010302,12,020401010302,Upper Oquaga Creek,NY,22311.83,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
18,8416.800000000001,48274292.63295245,1.5307677775543014,gwlfe,020401010303,12,020401010303,Lower Oquaga Creek,NY,20913.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
19,5615.200000000001,32398723.80790482,1.027356792488103,gwlfe,020401010304,12,020401010304,Big Hollow-West Branch Delaware River,NY,14145.32,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
20,9331.3,54804235.95445437,1.7378309219449002,gwlfe,020401010305,12,020401010305,Sherman Creek-West Branch Delaware River,"NY,PA",23524.65,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
21,4668.3,27120248.831436187,0.8599774489927761,gwlfe,020401010306,12,020401010306,Sands Creek,NY,11576.99,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
22,9270.4,53093479.34244212,1.6835831856431418,gwlfe,020401010307,12,020401010307,Balls Creek-West Branch Delaware River,"NY,PA",23344.47,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
23,41385.90000000001,241303878.9928112,7.6516958077375445,gwlfe,0204010104,10,0204010104,Equinunk Creek-Delaware River,"NY,PA",104564.64,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
24,5827.7,33379791.7442912,1.0584662526728565,gwlfe,020401010401,12,020401010401,Upper Equinunk Creek,PA,14899.71,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
25,8764.0,50287749.49038325,1.5946140756717164,gwlfe,020401010402,12,020401010402,Lower Equinunk Creek,PA,21904.12,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
26,5534.599999999999,33427687.419184253,1.059985014560637,gwlfe,020401010403,12,020401010403,Factory Creek-Delaware River,"NY,PA",14186.81,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
27,5795.9,34059285.37595346,1.0800128543871594,gwlfe,020401010404,12,020401010404,Basket Creek,NY,14419.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
28,6346.9,36182124.81593137,1.1473276514437905,gwlfe,020401010405,12,020401010405,Little Equinunk Creek,PA,16049.76,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
29,9116.599999999999,54269700.2064671,1.7208809045683378,gwlfe,020401010406,12,020401010406,Pea Brook-Delaware River,"NY,PA",23104.89,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
30,45551.3,255657395.77526587,8.106842839144656,gwlfe,0204010105,10,0204010105,Callicoon Creek-Delaware River,"NY,PA",114124.33,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
31,10598.999999999996,60985103.529482126,1.9338249470282258,gwlfe,020401010501,12,020401010501,Hankins Creek-Delaware River,"NY,PA",26751.93,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
32,9305.400000000001,51977484.80143542,1.6481952308928025,gwlfe,020401010502,12,020401010502,North Branch Callicoon Creek,NY,23160.41,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
33,8522.6,47619615.797181286,1.5100081112754087,gwlfe,020401010503,12,020401010503,Upper East Branch Callicoon Creek,NY,21171.3,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
34,6219.2,33908330.871034056,1.075226118437153,gwlfe,020401010504,12,020401010504,Middle East Branch Callicoon Creek,NY,15615.02,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
35,4753.900000000001,25569203.56664891,0.8107941262889685,gwlfe,020401010505,12,020401010505,Lower East Branch Callicoon Creek,NY,11785.38,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
36,6150.699999999999,35510394.05852944,1.1260272088574783,gwlfe,020401010506,12,020401010506,Beaverdam Creek-Delaware River,"NY,PA",15640.3,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
37,45868.7,263333375.12930685,8.350246547732967,gwlfe,0204010106,10,0204010106,Masthope Creek-Delaware River,"NY,PA",116093.72,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
38,5501.8,30524395.65391005,0.9679222366156154,gwlfe,020401010601,12,020401010601,North Branch Calkins Creek,PA,13754.19,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
39,5799.799999999999,31496513.5894887,0.9987478941365011,gwlfe,020401010602,12,020401010602,South Branch Calkins Creek,PA,14410.24,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
40,12415.8,75557117.81902099,2.395900488933948,gwlfe,020401010603,12,020401010603,Tenmile River,NY,31149.8,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
41,9543.400000000001,59653558.91519739,1.8916019442921546,gwlfe,020401010604,12,020401010604,Peggy Run-Delaware River,"NY,PA",24333.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
42,7799.199999999999,48134059.39153885,1.5263210106398672,gwlfe,020401010605,12,020401010605,Masthope Creek,PA,19955.64,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
43,4808.699999999999,30610046.02240766,0.9706381919840075,gwlfe,020401010606,12,020401010606,Westcolang Creek-Delaware River,"NY,PA",12490.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
44,33499.4,196189024.45199332,6.221113154870412,gwlfe,0204010201,10,0204010201,Willowemoc Creek,NY,83709.03,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
45,7716.7,44915172.87718572,1.4242507888503841,gwlfe,020401020101,12,020401020101,Little Beaver Kill,NY,19370.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
46,7234.2,37435990.988564454,1.1870874869534644,gwlfe,020401020102,12,020401020102,Upper Willowemoc Creek,NY,17930.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14735,14777"
47,9060.900000000003,46527755.025963716,1.4753854333448666,gwlfe,020401020103,12,020401020103,Middle Willowemoc Creek,NY,22753.5,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14735,14777"
48,9487.6,55667133.92481734,1.7651932370883225,gwlfe,020401020104,12,020401020104,Lower Willowemoc Creek,NY,23654.18,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
49,43284.100000000006,256707855.11500978,8.140152686295338,gwlfe,0204010202,10,0204010202,Beaver Kill,NY,107830.05,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
50,12870.100000000002,69174442.73211358,2.193507189628158,gwlfe,020401020201,12,020401020201,Upper Beaver Kill,NY,32012.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14735,14777"
51,12536.8,73865259.609787,2.342252017053114,gwlfe,020401020202,12,020401020202,Middle Beaver Kill,NY,31158.95,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
52,5027.8,29932846.841101855,0.9491643468132247,gwlfe,020401020203,12,020401020203,Tennanah Lake-Trout Brook,NY,12640.73,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
53,12849.7,76886293.04994228,2.4380483590164346,gwlfe,020401020204,12,020401020204,Lower Beaver Kill,NY,32017.74,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
54,55059.40000000001,285706508.3252428,9.059693947401154,gwlfe,0204010203,10,0204010203,Upper East Branch Delaware River,NY,136436.76,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
55,4988.7,22607989.302271936,0.7168946379462182,gwlfe,020401020301,12,020401020301,Batavia Kill,NY,12332.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
56,12897.999999999998,60075115.40349135,1.9049694128453625,gwlfe,020401020302,12,020401020302,Pleasant Valley Brook-East Branch Delaware River,NY,31918.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
57,12224.0,57374945.485215105,1.819347586416004,gwlfe,020401020303,12,020401020303,Vly Creek-Bush Kill,NY,30219.34,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
58,9093.800000000001,42795649.75870618,1.357041151658618,gwlfe,020401020304,12,020401020304,Dry Brook,NY,22488.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
59,9150.0,42350343.066449516,1.342920569078181,gwlfe,020401020305,12,020401020305,Platte Kill,NY,22615.0,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
60,6704.899999999998,34858067.71634413,1.1053420762412522,gwlfe,020401020306,12,020401020306,Huckleberry Brook-East Branch Delaware River,NY,16862.65,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
61,38886.2,197347331.34424126,6.257842825476955,gwlfe,0204010204,10,0204010204,Middle East Branch Delaware River,NY,101165.34,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
62,6544.899999999999,41797702.729775764,1.3253964589604188,gwlfe,020401020401,12,020401020401,Mill Brook,NY,16197.96,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
63,9642.300000000001,45611318.930395484,1.4463254353879846,gwlfe,020401020402,12,020401020402,Tremper Kill-Pepacton Reservoir,NY,24005.75,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
64,6626.0,33427553.9921779,1.0599807836180206,gwlfe,020401020403,12,020401020403,Barkaboom Stream-East Branch Delaware River,NY,17643.06,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
65,8075.4,50001923.08893292,1.5855505799382583,gwlfe,020401020404,12,020401020404,Murphy Hill Brook-Pepacton Reservoir,NY,20595.47,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
66,7997.699999999999,53826685.06577115,1.7068329866112109,gwlfe,020401020405,12,020401020405,Holliday Brook-East Branch Delaware River,NY,22723.11,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
67,43678.399999999994,256115479.8220907,8.121368588980552,gwlfe,0204010205,10,0204010205,Lower East Branch Delaware River,NY,108711.11,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
68,7012.9,40339109.58745325,1.2791447738284263,gwlfe,020401020501,12,020401020501,Wilson Hollow Brook-Downs Brook,NY,17332.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
69,9691.400000000001,57090493.14984464,1.8103276620321105,gwlfe,020401020502,12,020401020502,Trout Brook-East Branch Delaware River,NY,24071.86,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
70,6857.299999999999,40471099.16948319,1.2833301360186198,gwlfe,020401020503,12,020401020503,Baxter Brook-East Branch Delaware River,NY,17097.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
71,4439.1,26327570.569434248,0.8348417861946426,gwlfe,020401020504,12,020401020504,Read Creek,NY,11016.31,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
72,4952.800000000001,29206005.29357427,0.9261163525359675,gwlfe,020401020505,12,020401020505,Fish Creek-East Branch Delaware River,NY,12372.43,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
73,4660.0,27507306.69729454,0.8722509734048244,gwlfe,020401020506,12,020401020506,Cadosia Creek,NY,11546.38,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
74,6064.3,36041893.368598714,1.1428809414192895,gwlfe,020401020507,12,020401020507,Peas Eddy Brook-East Branch Delaware River,NY,15273.91,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
75,23288.500000000004,130816916.37490648,4.148177206205812,gwlfe,0204010301,10,0204010301,West Branch Lackawaxen River,PA,59019.67,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
76,4298.3,23146955.116054382,0.7339851317876199,gwlfe,020401030101,12,020401030101,Johnson Creek,PA,10705.76,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
77,5542.900000000001,31619084.201349434,1.0026345827419278,gwlfe,020401030102,12,020401030102,Van Auken Creek,PA,14244.53,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
78,13447.300000000001,75694314.94988845,2.400250981414525,gwlfe,020401030103,12,020401030103,Belmont Lake-West Branch Lackawaxen River,PA,34069.38,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
79,17896.399999999998,100086285.63088632,3.1737152977830516,gwlfe,0204010302,10,0204010302,Dyberry Creek,PA,44815.52,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
80,4300.0,24845857.88979714,0.7878569853436435,gwlfe,020401030201,12,020401030201,East Branch Dyberry Creek,PA,10832.97,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
81,7431.9000000000015,41927289.93422768,1.3295056422573466,gwlfe,020401030202,12,020401030202,West Branch Dyberry Creek,PA,18571.74,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
82,6164.599999999999,33726032.8404256,1.0694454858075089,gwlfe,020401030203,12,020401030203,Big Brook-Dyberry Creek,PA,15410.81,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
83,21021.500000000004,124432626.98034275,3.9457327175400416,gwlfe,0204010303,10,0204010303,Middle Creek,PA,52627.94,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
84,10323.000000000002,60291173.38039419,1.9118205663493846,gwlfe,020401030301,12,020401030301,Upper Middle Creek,PA,25770.75,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
85,10698.399999999998,64201939.214458495,2.035830137444777,gwlfe,020401030302,12,020401030302,Lower Middle Creek,PA,26857.19,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
86,17231.2,104056356.5408951,3.2996054205002254,gwlfe,0204010304,10,0204010304,West Branch Wallenpaupack Creek,PA,43213.89,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
87,3961.9999999999995,23845128.82101773,0.756124074740542,gwlfe,020401030401,12,020401030401,Jones Creek,PA,10186.43,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
88,13269.299999999997,79840597.09320872,2.5317287256852077,gwlfe,020401030402,12,020401030402,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
89,38198.299999999996,265606450.6838422,8.422325300730664,gwlfe,0204010305,10,0204010305,Wallenpaupack Creek,PA,102307.72,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
90,4388.6,26232784.61277969,0.8318361432261444,gwlfe,020401030501,12,020401030501,Bridge Creek,PA,10964.86,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
91,4107.500000000001,25186829.631068885,0.7986691283317126,gwlfe,020401030502,12,020401030502,East Branch Wallenpaupack,PA,10743.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
92,10442.999999999998,62554443.44870967,1.983588389418749,gwlfe,020401030503,12,020401030503,Headwaters Wallenpaupack Creek,PA,26047.93,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
93,3805.7999999999997,23871561.186248586,0.7569622395436513,gwlfe,020401030504,12,020401030504,Ariel Creek,PA,10311.44,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
94,15453.399999999998,111180394.45327352,3.5255071807861973,gwlfe,020401030505,12,020401030505,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
95,32052.8,195870217.8311981,6.211003863241949,gwlfe,0204010306,10,0204010306,Lackawaxen River,PA,80689.34,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
96,11140.400000000003,66983012.19132444,2.1240173830328652,gwlfe,020401030601,12,020401030601,Carley Brook-Lackawaxen River,PA,27871.83,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
97,7622.5,46351885.33127025,1.4698086419098886,gwlfe,020401030602,12,020401030602,Blooming Grove Creek,PA,19205.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
98,13289.999999999998,82491593.45726557,2.615791268939167,gwlfe,020401030603,12,020401030603,Lackawaxen River-Delaware River,PA,33611.61,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
99,51966.0,315702619.87496585,10.01086440496467,gwlfe,0204010401,10,0204010401,Mongaup River,NY,133471.85,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
100,4791.599999999999,25642251.916803293,0.8131104742771211,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
101,6697.0999999999985,36271655.291691795,1.1501666442063607,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
102,6861.0,36833752.670899555,1.1679906351756582,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
103,11528.5,65043564.40825498,2.0625178972683593,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
104,9119.399999999998,56361601.7538486,1.7872146674863203,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
105,4951.2,27667982.8453699,0.8773459806370466,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
106,8017.000000000001,44134000.584251046,1.3994799779379454,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
107,18463.999999999996,111817035.48589255,3.545694935498876,gwlfe,0204010402,10,0204010402,Basher Kill,NY,46404.17,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
108,6346.999999999999,35822240.314355694,1.1359157887606448,gwlfe,020401040201,12,020401040201,Gumaer Brook-Basher Kill,NY,15847.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
109,4239.299999999999,26337806.757760867,0.8351663735971863,gwlfe,020401040202,12,020401040202,Pine Kill,NY,10914.06,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
110,7877.800000000001,43618147.26644027,1.383122376536031,gwlfe,020401040203,12,020401040203,Basher Kill,NY,19642.82,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
111,69869.8,450432042.2531645,14.283106362670107,gwlfe,0204010403,10,0204010403,Neversink River,"NJ,NY",177063.96,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
112,8907.099999999999,48187121.88602196,1.528003611302066,gwlfe,020401040301,12,020401040301,West Branch Neversink River,NY,22047.19,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14735,14777"
113,7137.6,36015605.71276935,1.1420473653211995,gwlfe,020401040302,12,020401040302,East Branch Neversink River,NY,17638.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14735,94728"
114,7325.0,45209684.08387377,1.43358967795135,gwlfe,020401040303,12,020401040303,Neversink River,NY,19496.63,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14735,14777"
115,7538.000000000001,42149732.65750753,1.3365592547408527,gwlfe,020401040304,12,020401040304,Sheldrake Stream,NY,19408.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
116,11727.499999999998,77524087.10670112,2.458272675884739,gwlfe,020401040305,12,020401040305,Upper Neversink River,NY,29639.99,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
117,4932.0,26706143.410923,0.8468462522489536,gwlfe,020401040306,12,020401040306,Turner Brook-Bush Kill,NY,12395.92,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
118,11158.7,69490065.09865603,2.203515509216642,gwlfe,020401040307,12,020401040307,Middle Neversink River,NY,28479.91,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
119,11143.699999999997,60337746.13696893,1.91329737877248,gwlfe,020401040308,12,020401040308,Lower Neversink River,"NJ,NY",27957.48,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
120,21662.699999999997,131213036.33219525,4.1607380876520565,gwlfe,0204010404,10,0204010404,Shohola Creek,PA,54675.59,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
121,9530.500000000002,57215346.97656266,1.814286750905716,gwlfe,020401040401,12,020401040401,Upper Shohola Creek,PA,23963.34,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
122,6066.2,37130239.37591885,1.1773921669177718,gwlfe,020401040402,12,020401040402,Middle Shohola Creek,PA,15643.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
123,6066.000000000001,36860566.29984167,1.1688408897717426,gwlfe,020401040403,12,020401040403,Lower Shohola Creek,PA,15068.96,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
124,38818.50000000001,222765144.47826105,7.0638363926389225,gwlfe,0204010405,10,0204010405,Halfway Brook-Delaware River,"NJ,NY,PA",99384.31,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
125,5917.8,37315796.385436006,1.1832761410906902,gwlfe,020401040501,12,020401040501,Beaver Brook,NY,15063.49,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
126,7096.4,45002173.4772896,1.427009559782141,gwlfe,020401040502,12,020401040502,Halfway Brook,NY,18123.83,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
127,4860.599999999999,26949484.77144031,0.8545625561720037,gwlfe,020401040503,12,020401040503,Mill Brook,NY,12477.4,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
128,9964.4,64180777.031751655,2.035159089033221,gwlfe,020401040504,12,020401040504,Twin Lakes Creek-Delaware River,"NY,PA",25731.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
129,10979.399999999998,63243381.34213753,2.0054344667090795,gwlfe,020401040505,12,020401040505,Shingle Kill-Delaware River,"NJ,NY,PA",27988.31,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
130,40116.1,240812466.03083855,7.636113204935266,gwlfe,0204010406,10,0204010406,Bush Kill,PA,101069.16,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
131,4329.099999999999,27124172.606190875,0.8601018710740385,gwlfe,020401040601,12,020401040601,Brights Creek,PA,10894.82,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
132,9663.2,57531028.271260016,1.8242969390937347,gwlfe,020401040602,12,020401040602,Upper Bush Kill,PA,24605.19,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
133,5417.399999999999,32259699.387206323,1.0229483570270905,gwlfe,020401040603,12,020401040603,Middle Bush Kill,PA,13446.08,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
