,NYrs,NRur,NUrb,NLU,SedDelivRatio,WxYrBeg,WxYrEnd,gwlfe_endpoint,huc_run,huc_run_level,huc,huc_name,huc_states,huc_areaacres,huc_level,land_use_source,stream_layer,weather_source,closest_weather_stations
34,20,10,6,16,0.13109308048615825,2000,2019,gwlfe,020401010504,12,020401010504,Middle East Branch Callicoon Creek,NY,15615.02,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
35,20,10,6,16,0.1426022135595386,2000,2019,gwlfe,020401010505,12,020401010505,Lower East Branch Callicoon Creek,NY,11785.38,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
36,20,10,6,16,0.13102991021600885,2000,2019,gwlfe,020401010506,12,020401010506,Beaverdam Creek-Delaware River,"NY,PA",15640.3,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
37,20,10,6,16,0.07210119154274751,2000,2019,gwlfe,0204010106,10,0204010106,Masthope Creek-Delaware River,"NY,PA",116093.72,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
38,20,10,6,16,0.13614503012040796,2000,2019,gwlfe,020401010601,12,020401010601,North Branch Calkins Creek,PA,13754.19,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
39,20,10,6,16,0.13426766942789292,2000,2019,gwlfe,020401010602,12,020401010602,South Branch Calkins Creek,PA,14410.24,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
40,20,10,6,16,0.1067101574812418,2000,2019,gwlfe,020401010603,12,020401010603,Tenmile River,NY,31149.8,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
41,20,10,6,16,0.11485929103634536,2000,2019,gwlfe,020401010604,12,020401010604,Peggy Run-Delaware River,"NY,PA",24333.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
42,20,10,6,16,0.12185290406662572,2000,2019,gwlfe,020401010605,12,020401010605,Masthope Creek,PA,19955.64,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
43,20,10,6,16,0.14011250175256312,2000,2019,gwlfe,020401010606,12,020401010606,Westcolang Creek-Delaware River,"NY,PA",12490.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
44,20,10,6,16,0.07948209348220417,2000,2019,gwlfe,0204010201,10,0204010201,Willowemoc Creek,NY,83709.03,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
45,20,10,6,16,0.12293784145695193,2000,2019,gwlfe,020401020101,12,020401020101,Little Beaver Kill,NY,19370.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
46,20,10,6,16,0.1258011079311787,2000,2019,gwlfe,020401020102,12,020401020102,Upper Willowemoc Creek,NY,17930.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14735,14777"
47,20,10,6,16,0.11718042001066013,2000,2019,gwlfe,020401020103,12,020401020103,Middle Willowemoc Creek,NY,22753.5,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14735,14777"
48,20,10,6,16,0.11583262363690626,2000,2019,gwlfe,020401020104,12,020401020104,Lower Willowemoc Creek,NY,23654.18,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
49,20,10,6,16,0.07370534422814706,2000,2019,gwlfe,0204010202,10,0204010202,Beaver Kill,NY,107830.05,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
50,20,10,6,16,0.10584484446782456,2000,2019,gwlfe,020401020201,12,020401020201,Upper Beaver Kill,NY,32012.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14735,14777"
51,20,10,6,16,0.1067008161562499,2000,2019,gwlfe,020401020202,12,020401020202,Middle Beaver Kill,NY,31158.95,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
52,20,10,6,16,0.13961347457366677,2000,2019,gwlfe,020401020203,12,020401020203,Tennanah Lake-Trout Brook,NY,12640.73,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
53,20,10,6,16,0.10583980004500003,2000,2019,gwlfe,020401020204,12,020401020204,Lower Beaver Kill,NY,32017.74,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
54,20,10,6,16,0.06871410370749388,2000,2019,gwlfe,0204010203,10,0204010203,Upper East Branch Delaware River,NY,136436.76,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
55,20,10,6,16,0.14058222657096633,2000,2019,gwlfe,020401020301,12,020401020301,Batavia Kill,NY,12332.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
56,20,10,6,16,0.10593786646208471,2000,2019,gwlfe,020401020302,12,020401020302,Pleasant Valley Brook-East Branch Delaware River,NY,31918.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
57,20,10,6,16,0.10767887291361042,2000,2019,gwlfe,020401020303,12,020401020303,Vly Creek-Bush Kill,NY,30219.34,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
58,20,10,6,16,0.11758995660304106,2000,2019,gwlfe,020401020304,12,020401020304,Dry Brook,NY,22488.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
59,20,10,6,16,0.11739383167610967,2000,2019,gwlfe,020401020305,12,020401020305,Platte Kill,NY,22615.0,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
60,20,10,6,16,0.1281243103964684,2000,2019,gwlfe,020401020306,12,020401020306,Huckleberry Brook-East Branch Delaware River,NY,16862.65,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
61,20,10,6,16,0.07511969632866278,2000,2019,gwlfe,0204010204,10,0204010204,Middle East Branch Delaware River,NY,101165.34,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
62,20,10,6,16,0.1296690388635793,2000,2019,gwlfe,020401020401,12,020401020401,Mill Brook,NY,16197.96,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
63,20,10,6,16,0.11532447753300214,2000,2019,gwlfe,020401020402,12,020401020402,Tremper Kill-Pepacton Reservoir,NY,24005.75,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
64,20,10,6,16,0.12640852861871954,2000,2019,gwlfe,020401020403,12,020401020403,Barkaboom Stream-East Branch Delaware River,NY,17643.06,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735"
65,20,10,6,16,0.1207093586939681,2000,2019,gwlfe,020401020404,12,020401020404,Murphy Hill Brook-Pepacton Reservoir,NY,20595.47,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
66,20,10,6,16,0.11722710641625125,2000,2019,gwlfe,020401020405,12,020401020405,Holliday Brook-East Branch Delaware River,NY,22723.11,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
67,20,10,6,16,0.07352682406148471,2000,2019,gwlfe,0204010205,10,0204010205,Lower East Branch Delaware River,NY,108711.11,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
68,20,10,6,16,0.1270791793536208,2000,2019,gwlfe,020401020501,12,020401020501,Wilson Hollow Brook-Downs Brook,NY,17332.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
69,20,10,6,16,0.1152300064731438,2000,2019,gwlfe,020401020502,12,020401020502,Trout Brook-East Branch Delaware River,NY,24071.86,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
70,20,10,6,16,0.12759693617723514,2000,2019,gwlfe,020401020503,12,020401020503,Baxter Brook-East Branch Delaware River,NY,17097.67,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
71,20,10,6,16,0.14552351108221934,2000,2019,gwlfe,020401020504,12,020401020504,Read Creek,NY,11016.31,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
72,20,10,6,16,0.14050889694309426,2000,2019,gwlfe,020401020505,12,020401020505,Fish Creek-East Branch Delaware River,NY,12372.43,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
73,20,10,6,16,0.14349970744545787,2000,2019,gwlfe,020401020506,12,020401020506,Cadosia Creek,NY,11546.38,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
74,20,10,6,16,0.13195876718102617,2000,2019,gwlfe,020401020507,12,020401020507,Peas Eddy Brook-East Branch Delaware River,NY,15273.91,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
75,20,10,6,16,0.08820000296150197,2000,2019,gwlfe,0204010301,10,0204010301,West Branch Lackawaxen River,PA,59019.67,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
76,20,10,6,16,0.14673060887547712,2000,2019,gwlfe,020401030101,12,020401030101,Johnson Creek,PA,10705.76,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
77,20,10,6,16,0.1346722825286941,2000,2019,gwlfe,020401030102,12,020401030102,Van Auken Creek,PA,14244.53,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
78,20,10,6,16,0.10390556011527993,2000,2019,gwlfe,020401030103,12,020401030103,Belmont Lake-West Branch Lackawaxen River,PA,34069.38,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
79,20,10,6,16,0.09574801434565626,2000,2019,gwlfe,0204010302,10,0204010302,Dyberry Creek,PA,44815.52,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
80,20,10,6,16,0.14623422575224002,2000,2019,gwlfe,020401030201,12,020401030201,East Branch Dyberry Creek,PA,10832.97,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
81,20,10,6,16,0.12449083832741736,2000,2019,gwlfe,020401030202,12,020401030202,West Branch Dyberry Creek,PA,18571.74,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
82,20,10,6,16,0.1316083583866706,2000,2019,gwlfe,020401030203,12,020401030203,Big Brook-Dyberry Creek,PA,15410.81,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
83,20,10,6,16,0.0912710334949976,2000,2019,gwlfe,0204010303,10,0204010303,Middle Creek,PA,52627.94,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
84,20,10,6,16,0.11291186680701967,2000,2019,gwlfe,020401030301,12,020401030301,Upper Middle Creek,PA,25770.75,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
85,20,10,6,16,0.1115309476521666,2000,2019,gwlfe,020401030302,12,020401030302,Lower Middle Creek,PA,26857.19,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
86,20,10,6,16,0.09679204744861492,2000,2019,gwlfe,0204010304,10,0204010304,West Branch Wallenpaupack Creek,PA,43213.89,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
87,20,10,6,16,0.14878447556318017,2000,2019,gwlfe,020401030401,12,020401030401,Jones Creek,PA,10186.43,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
88,20,10,6,16,0.10486501426688273,2000,2019,gwlfe,020401030402,12,020401030402,Butternut Creek-West Branch Wallenpaupack Creek,PA,33027.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
89,20,10,6,16,0.07486912072573865,2000,2019,gwlfe,0204010305,10,0204010305,Wallenpaupack Creek,PA,102307.72,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
90,20,10,6,16,0.14572239323098454,2000,2019,gwlfe,020401030501,12,020401030501,Bridge Creek,PA,10964.86,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
91,20,10,6,16,0.14658226453187104,2000,2019,gwlfe,020401030502,12,020401030502,East Branch Wallenpaupack,PA,10743.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
92,20,10,6,16,0.11255246707539222,2000,2019,gwlfe,020401030503,12,020401030503,Headwaters Wallenpaupack Creek,PA,26047.93,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
93,20,10,6,16,0.14951224582119987,2000,2019,gwlfe,020401030504,12,020401030504,Ariel Creek,PA,10311.44,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
94,20,10,6,16,0.09592016230551734,2000,2019,gwlfe,020401030505,12,020401030505,Lake Wallenpaupack-Wallenpaupack Creek,PA,44239.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
95,20,10,6,16,0.08035709389916545,2000,2019,gwlfe,0204010306,10,0204010306,Lackawaxen River,PA,80689.34,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
96,20,10,6,16,0.110305234239033,2000,2019,gwlfe,020401030601,12,020401030601,Carley Brook-Lackawaxen River,PA,27871.83,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
97,20,10,6,16,0.12325141625076144,2000,2019,gwlfe,020401030602,12,020401030602,Blooming Grove Creek,PA,19205.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
98,20,10,6,16,0.10431856880129772,2000,2019,gwlfe,020401030603,12,020401030603,Lackawaxen River-Delaware River,PA,33611.61,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
99,20,10,6,16,0.06916546724308147,2000,2019,gwlfe,0204010401,10,0204010401,Mongaup River,NY,133471.85,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
100,20,10,6,16,0.14230285182971697,2000,2019,gwlfe,020401040101,12,020401040101,Middle Mongaup River,NY,11865.66,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
101,20,10,6,16,0.1285280633386421,2000,2019,gwlfe,020401040102,12,020401040102,East Mongaup River,NY,16685.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
102,20,10,6,16,0.12717971697974864,2000,2019,gwlfe,020401040103,12,020401040103,West Branch Mongaup River,NY,17286.62,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
103,20,10,6,16,0.1079425005736299,2000,2019,gwlfe,020401040104,12,020401040104,Swinging Bridge Reservoir-Mongaup River,NY,29972.39,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
104,20,10,6,16,0.1145617573721543,2000,2019,gwlfe,020401040105,12,020401040105,Black Lake Creek,NY,24546.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
105,20,10,6,16,0.1398876497140712,2000,2019,gwlfe,020401040106,12,020401040106,Black Brook,NY,12557.78,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
106,20,10,6,16,0.12077858059620981,2000,2019,gwlfe,020401040107,12,020401040107,Rio Reservoir-Mongaup River,NY,20557.56,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
107,20,10,6,16,0.09475921501598181,2000,2019,gwlfe,0204010402,10,0204010402,Basher Kill,NY,46404.17,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
108,20,10,6,16,0.13051754394021578,2000,2019,gwlfe,020401040201,12,020401040201,Gumaer Brook-Basher Kill,NY,15847.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
109,20,10,6,16,0.14591920954548804,2000,2019,gwlfe,020401040202,12,020401040202,Pine Kill,NY,10914.06,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
110,20,10,6,16,0.12242797698780576,2000,2019,gwlfe,020401040203,12,020401040203,Basher Kill,NY,19642.82,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
111,20,10,6,16,0.06357884688637457,2000,2019,gwlfe,0204010403,10,0204010403,Neversink River,"NJ,NY",177063.96,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
112,20,10,6,16,0.11828677051244181,2000,2019,gwlfe,020401040301,12,020401040301,West Branch Neversink River,NY,22047.19,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14735,14777"
113,20,10,6,16,0.12641816987936774,2000,2019,gwlfe,020401040302,12,020401040302,East Branch Neversink River,NY,17638.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14735,94728"
114,20,10,6,16,0.12270082014759796,2000,2019,gwlfe,020401040303,12,020401040303,Neversink River,NY,19496.63,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14735,14777"
115,20,10,6,16,0.12286700284869699,2000,2019,gwlfe,020401040304,12,020401040304,Sheldrake Stream,NY,19408.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
116,20,10,6,16,0.10830182139280649,2000,2019,gwlfe,020401040305,12,020401040305,Upper Neversink River,NY,29639.99,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
117,20,10,6,16,0.14042950556670108,2000,2019,gwlfe,020401040306,12,020401040306,Turner Brook-Bush Kill,NY,12395.92,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
118,20,10,6,16,0.10959807764243483,2000,2019,gwlfe,020401040307,12,020401040307,Middle Neversink River,NY,28479.91,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
119,20,10,6,16,0.11020442578627965,2000,2019,gwlfe,020401040308,12,020401040308,Lower Neversink River,"NJ,NY",27957.48,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
120,20,10,6,16,0.09023873239792952,2000,2019,gwlfe,0204010404,10,0204010404,Shohola Creek,PA,54675.59,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
121,20,10,6,16,0.11538525234842527,2000,2019,gwlfe,020401040401,12,020401040401,Upper Shohola Creek,PA,23963.34,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
122,20,10,6,16,0.131022458345035,2000,2019,gwlfe,020401040402,12,020401040402,Middle Shohola Creek,PA,15643.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
123,20,10,6,16,0.13249106561058666,2000,2019,gwlfe,020401040403,12,020401040403,Lower Shohola Creek,PA,15068.96,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
124,20,10,6,16,0.07551873895059893,2000,2019,gwlfe,0204010405,10,0204010405,Halfway Brook-Delaware River,"NJ,NY,PA",99384.31,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
125,20,10,6,16,0.1325054148522149,2000,2019,gwlfe,020401040501,12,020401040501,Beaver Brook,NY,15063.49,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
126,20,10,6,16,0.1253998321471679,2000,2019,gwlfe,020401040502,12,020401040502,Halfway Brook,NY,18123.83,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
127,20,10,6,16,0.14015559007253817,2000,2019,gwlfe,020401040503,12,020401040503,Mill Brook,NY,12477.4,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
128,20,10,6,16,0.11296345277524594,2000,2019,gwlfe,020401040504,12,020401040504,Twin Lakes Creek-Delaware River,"NY,PA",25731.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
129,20,10,6,16,0.11016823353591063,2000,2019,gwlfe,020401040505,12,020401040505,Shingle Kill-Delaware River,"NJ,NY,PA",27988.31,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,14777"
130,20,10,6,16,0.07514136516349816,2000,2019,gwlfe,0204010406,10,0204010406,Bush Kill,PA,101069.16,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
131,20,10,6,16,0.14599383989651715,2000,2019,gwlfe,020401040601,12,020401040601,Brights Creek,PA,10894.82,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
132,20,10,6,16,0.11447995952727726,2000,2019,gwlfe,020401040602,12,020401040602,Upper Bush Kill,PA,24605.19,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
133,20,10,6,16,0.13706731183421542,2000,2019,gwlfe,020401040603,12,020401040603,Middle Bush Kill,PA,13446.08,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
